##4113706,...2,...3
dress	dress	nn1
once	once	rr
worn	wear	vvn
by	by	ii
Azaria	azaria	np1
was	be	vbdz
seen	see	vvn
as	as	ii
proof	proof	nn1
that	that	cst_dd1
Lindy	lindy	np1_nn1
was	be	vbdz
an	a	at1
evil	evil	jj_nn1
murderess	murderess	nn1
because	because	cs
what	what	ddq
kind	kind	nn1
of	of	io
mother	mother	nn1
dresses	dress	vvz@
her	her	appge
baby	baby	nn1
in	in	ii
black	black	jj_nn1@
?	?	y
#	#	fo
Michael	michael	np1
Chamberlain	chamberlain	np1
,	,	y
who	who	pnqs
was	be	vbdz
divorced	divorce	vvn
from	from	ii
Lindy	lindy	np1_nn1_jj
in	in	ii
1991	1991	mc
,	,	y
is	be	vbz
now	now	rt
an	a	at1
author	author	nn1
in	in	ii
a	a	at1
small	small	jj
town	town	nn1
north	north	nd1
of	of	io
Sydney	sydney	np1
.	.	y
When	when	cs
asked	ask	vvn@_vvd
about	about	ii
the	the	at
case	case	nn1
,	,	y
he	he	pphs1
is	be	vbz
both	both	rr
weary	weary	jj
and	and	cc
wary	wary	jj
,	,	y
carefully	carefully	rr
limiting	limit	vvg_jj
what	what	ddq
he	he	pphs1
says	say	vvz
ahead	ahead	ii21
of	of	ii22
the	the	at
inquest	inquest	nn1
as	as	csa
he	he	pphs1
waits	wait	vvz
to	to	to
see	see	vvi
whether	whether	csw
the	the	at
system	system	nn1
will	will	vm
give	give	vvi
him	him	ppho1
a	a	at1
chance	chance	nn1
.	.	y
#	#	fo
		y
The	the	at
church	church	nn1
got	get	vvd_vvn
so	so	rr
smashed	smash	vvn_vvd
up	up	rp
,	,	y
erroneously	erroneously	rr
,	,	y
and	and	cc
all	all	db_rr@
through	through	rp@
,	,	y
really	really	rr
,	,	y
a	a	at1
nasty	nasty	jj
dose	dose	nn1
of	of	io
prejudice	prejudice	nn1
,	,	y
		y
Chamberlain	chamberlain	np1
says	say	vvz
.	.	y
		y
I	i	ppis1
can	can	vm
say	say	vvi
that	that	cst
I	i	ppis1
think	think	vv0
our	our	appge
religion	religion	nn1
definitely	definitely	rr
impacted	impact	vvd_vvn@
quite	quite	rg
strongly	strongly	rr
on	on	ii
the	the	at
attitude	attitude	nn1
that	that	cst
many	many	da2
Australians	australian	nn2
developed	develop	vvn_vvd
.	.	y
		y
#	#	fo
The	the	at
growing	growing	jj
evidence	evidence	nn1
that	that	cst
they	they	pphs2
had	have	vhd
unfairly	unfairly	rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
swallow	swallow	vvi
,	,	y
says	say	vvz
John	john	np1
Bryson	bryson	np1
,	,	y
author	author	nn1
of	of	io
		y
Evil	evil	jj_nn1
Angels	angel	nn2
,	,	y
		y
the	the	at
definitive	definitive	jj
book	book	nn1
on	on	ii
Azaria	azaria	np1
's	's	ge
disappearance	disappearance	nn1
.	.	y
#	#	fo
		y
Australians	australian	nn2
always	always	rr
thought	think	vvn_nn1_vvd
of	of	io
themselves	themselves	ppx2
,	,	y
and	and	cc
this	this	dd1
country	country	nn1
,	,	y
as	as	csa
being	be	vbg
the	the	at
country	country	nn1
of	of	io
fair	fair	jj
play	play	nn1
,	,	y
		y
Bryson	bryson	np1
says	say	vvz
.	.	y
		y
That	that	dd1
certainly	certainly	rr
was	be	vbdz
n't	n't	xx
the	the	at
case	case	nn1
.	.	y
		y
#	#	fo
As	as	ii_csa
the	the	at
evidence	evidence	nn1
shifted	shift	vvn_vvd
in	in	ii31
favor	favor	ii32
of	of	ii33
Lindy	lindy	np1
's	's	ge
innocence	innocence	nn1
,	,	y
public	public	jj_nn1
guilt	guilt	nn1
grew	grow	vvd
.	.	y
Three	three	mc
decades	decade	nnt2
later	later	rrr
,	,	y
it	it	pph1
remains	remain	vvz
.	.	y
#	#	fo
		y
We	we	ppis2
ca	can	vm
n't	n't	xx
let	let	vvi
it	it	pph1
go	go	vvi
,	,	y
		y
says	say	vvz
Michelle	michelle	np1
Arrow	arrow	nn1
,	,	y
a	a	at1
cultural	cultural	jj
historian	historian	nn1
who	who	pnqs
helped	help	vvd
edit	edit	vvi
the	the	at
book	book	nn1
,	,	y
		y
The	the	at
Chamberlain	chamberlain	np1
Case	case	nn1
:	:	y
Nation	nation	nn1
,	,	y
Law	law	nn1
,	,	y
Memory	memory	nn1
.	.	y
		y
		y
I	i	ppis1
feel	feel	vv0
a	a	rr21
bit	bit	rr22
embarrassed	embarrassed	jj_vvd@
that	that	cst
I	i	ppis1
did	do	vdd
think	think	vvi
she	she	pphs1
was	be	vbdz
guilty	guilty	jj
when	when	cs
I	i	ppis1
was	be	vbdz
a	a	at1
9-year-old	9-year-old	jj_nn1@
,	,	y
just	just	rr
reading	read	vvg
the	the	at
tabloids	tabloid	nn2
and	and	cc
watching	watch	vvg
TV	tv	nn1
.	.	y
And	and	cc
I	i	ppis1
think	think	vv0
a	a	at1
lot	lot	nn1
of	of	io
people	people	nn
are	be	vbr
still	still	rr
in	in	ii
the	the	at
same	same	da
boat	boat	nn1
.	.	y
		y
#	#	fo
Faith	faith	nn1
in	in	ii
the	the	at
system	system	nn1
was	be	vbdz
shattered	shatter	vvn
.	.	y
The	the	at
National	national	jj
Institute	institute	nn1
of	of	io
Forensic	forensic	jj_nn1
Science	science	nn1
was	be	vbdz
later	later	rrr
established	establish	vvn_vvd
to	to	to
ensure	ensure	vvi
better	better	jjr
scrutiny	scrutiny	nn1
of	of	io
evidence	evidence	nn1
.	.	y
Still	still	rr
,	,	y
many	many	da2
Australians	australian	nn2
now	now	rt
cast	cast	vv0_vvn
a	a	at1
more	more	rgr
skeptical	skeptical	jj
eye	eye	nn1
on	on	ii
judicial	judicial	jj
proceedings	proceedings	nn2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
		y
says	say	vvz
Raymond	raymond	np1
,	,	y
the	the	at
Royal	royal	jj
Commission	commission	nn1
's	's	ge
chief	chief	jj_nn1
scientist	scientist	nn1
.	.	y
		y
People	people	nn
test	test	vv0
the	the	at
evidence	evidence	nn1
a	a	rr21@
lot	lot	rr22
better	better	rrr_jjr
now	now	rt
.	.	y
Up	up	rp_ii@_vv0%
'	'	ge
til	til	nn1
then	then	rt
,	,	y
it	it	pph1
was	be	vbdz
,	,	y
'	'	ge_@"
Believe,believe,vv0
me,me,ppio1
",",",",y
I,i,ppis1
'm,be,vbm
a,a,at1
scientist,scientist,nn1
.,.,y
